Ticket_ID,Customer_ID,Created_Date,Closed_Date,Channel,Severity,Status,Category,Root_Cause,Ticket_Text
T01407,C0645,2022-01-29,2022-02-04,Chat,P3,Closed,Integration,Product,Issue with compute workload
T01408,C0646,2023-03-06,2023-03-09,Email,P2,Closed,Performance,Product,Issue with compute workload
T01409,C0646,2023-01-21,2023-01-27,Email,P1,Closed,Performance,Config,Integration timeout
T01410,C0647,2021-10-24,2021-10-28,Portal,P3,Closed,Performance,Bug,Issue with compute workload
T01411,C0647,2023-07-28,2023-07-30,Email,P3,Closed,Performance,Config,Issue with compute workload
T01412,C0648,2023-07-04,2023-07-10,Portal,P2,Closed,Integration,Product,Unexpected billing spike
T01413,C0648,2023-07-23,2023-08-06,Email,P3,Closed,Integration,Product,Integration timeout
T01414,C0649,2022-09-29,2022-10-11,Chat,P3,Closed,Integration,Product,Issue with compute workload
T01415,C0650,2022-01-16,2022-01-25,Portal,P2,Closed,Performance,Bug,Integration timeout
T01416,C0650,2021-05-04,2021-05-15,Chat,P1,Closed,Billing,Config,Unexpected billing spike
T01417,C0651,2022-05-30,2022-06-05,Email,P2,Closed,Performance,Product,Unexpected billing spike
T01418,C0651,2023-01-14,2023-01-20,Email,P3,Closed,Integration,Product,Unexpected billing spike
T01419,C0652,2022-02-20,2022-03-06,Portal,P2,Closed,Integration,Bug,Integration timeout
T01420,C0653,2023-02-24,2023-03-06,Portal,P2,Closed,Billing,Product,Issue with compute workload
T01421,C0653,2023-02-11,2023-02-25,Chat,P2,Closed,Billing,Config,Issue with compute workload
T01422,C0654,2022-05-02,2022-05-14,Portal,P3,Closed,Billing,Product,Integration timeout
T01423,C0654,2022-09-04,2022-09-13,Portal,P2,Closed,Billing,Bug,Integration timeout
T01424,C0655,2021-06-18,2021-06-21,Portal,P2,Closed,Performance,Bug,Issue with compute workload
T01425,C0655,2021-09-30,2021-10-08,Email,P1,Closed,Integration,Config,Issue with compute workload
T01426,C0655,2022-05-22,2022-06-04,Portal,P3,Closed,Integration,Bug,Integration timeout
T01427,C0656,2023-10-31,2023-11-03,Email,P3,Closed,Integration,Product,Integration timeout
T01428,C0656,2022-01-31,2022-02-10,Chat,P3,Closed,Billing,Bug,Integration timeout
T01429,C0656,2022-07-09,2022-07-15,Chat,P3,Closed,Billing,Bug,Issue with compute workload
T01430,C0656,2022-10-16,2022-10-25,Portal,P2,Closed,Billing,Config,Integration timeout
T01431,C0657,2023-02-17,2023-02-20,Email,P1,Closed,Performance,Config,Issue with compute workload
T01432,C0657,2023-06-12,2023-06-15,Portal,P2,Closed,Integration,Bug,Integration timeout
T01433,C0657,2022-10-23,2022-10-26,Chat,P2,Closed,Billing,Product,Unexpected billing spike
T01434,C0658,2023-01-23,2023-02-02,Chat,P2,Closed,Billing,Bug,Integration timeout
T01435,C0658,2023-11-06,2023-11-13,Chat,P1,Closed,Performance,Bug,Integration timeout
T01436,C0659,2021-05-17,2021-05-25,Chat,P1,Closed,Billing,Product,Integration timeout
T01437,C0659,2023-07-16,2023-07-26,Email,P3,Closed,Integration,Product,Issue with compute workload
T01438,C0659,2021-08-14,2021-08-28,Portal,P3,Closed,Performance,Bug,Unexpected billing spike
T01439,C0660,2022-04-22,2022-04-27,Email,P3,Closed,Billing,Product,Unexpected billing spike
T01440,C0660,2022-02-05,2022-02-15,Chat,P2,Closed,Performance,Config,Unexpected billing spike
T01441,C0661,2021-07-27,2021-08-10,Portal,P3,Closed,Performance,Product,Integration timeout
T01442,C0661,2021-11-05,2021-11-08,Email,P2,Closed,Billing,Config,Unexpected billing spike
T01443,C0662,2023-03-13,2023-03-25,Portal,P1,Closed,Performance,Bug,Integration timeout
T01444,C0662,2022-10-26,2022-11-04,Portal,P1,Closed,Integration,Bug,Integration timeout
T01445,C0662,2023-03-03,2023-03-12,Chat,P3,Closed,Integration,Config,Issue with compute workload
T01446,C0663,2023-01-13,2023-01-26,Email,P1,Closed,Integration,Product,Unexpected billing spike
T01447,C0663,2023-10-02,2023-10-10,Email,P3,Closed,Performance,Bug,Integration timeout
T01448,C0665,2023-07-30,2023-08-05,Portal,P1,Closed,Integration,Product,Integration timeout
T01449,C0665,2022-03-11,2022-03-18,Chat,P3,Closed,Billing,Product,Unexpected billing spike
T01450,C0665,2022-07-04,2022-07-18,Chat,P3,Closed,Integration,Product,Unexpected billing spike
T01451,C0665,2022-09-04,2022-09-15,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T01452,C0666,2023-07-17,2023-07-28,Portal,P3,Closed,Integration,Config,Issue with compute workload
T01453,C0667,2023-08-17,2023-08-25,Portal,P2,Closed,Billing,Config,Issue with compute workload
T01454,C0667,2023-01-18,2023-01-29,Email,P2,Closed,Performance,Bug,Unexpected billing spike
T01455,C0667,2022-03-25,2022-03-31,Chat,P3,Closed,Integration,Bug,Issue with compute workload
T01456,C0667,2021-12-12,2021-12-16,Portal,P1,Closed,Billing,Product,Issue with compute workload
T01457,C0668,2023-02-26,2023-03-02,Chat,P3,Closed,Performance,Config,Integration timeout
T01458,C0669,2021-06-14,2021-06-20,Chat,P1,Closed,Integration,Product,Issue with compute workload
T01459,C0669,2023-05-23,2023-05-30,Chat,P1,Closed,Performance,Product,Integration timeout
T01460,C0670,2022-05-04,2022-05-11,Email,P1,Closed,Integration,Config,Unexpected billing spike
T01461,C0670,2022-04-20,2022-04-28,Chat,P3,Closed,Performance,Product,Unexpected billing spike
T01462,C0671,2023-05-02,2023-05-10,Email,P2,Closed,Billing,Product,Issue with compute workload
T01463,C0672,2022-06-24,2022-07-08,Portal,P1,Closed,Performance,Product,Unexpected billing spike
T01464,C0673,2022-04-05,2022-04-19,Email,P1,Closed,Integration,Config,Issue with compute workload
T01465,C0674,2022-07-06,2022-07-13,Portal,P1,Closed,Billing,Bug,Integration timeout
T01466,C0674,2021-02-21,2021-02-27,Email,P3,Closed,Performance,Bug,Issue with compute workload
T01467,C0674,2023-01-27,2023-01-31,Email,P2,Closed,Billing,Config,Integration timeout
T01468,C0675,2022-03-14,2022-03-18,Email,P3,Closed,Performance,Bug,Integration timeout
T01469,C0676,2021-12-27,2022-01-09,Chat,P3,Closed,Integration,Config,Integration timeout
T01470,C0676,2022-08-14,2022-08-26,Chat,P3,Closed,Billing,Config,Issue with compute workload
T01471,C0676,2023-11-13,2023-11-19,Email,P2,Closed,Billing,Product,Integration timeout
T01472,C0677,2022-04-27,2022-05-01,Chat,P2,Closed,Integration,Product,Integration timeout
T01473,C0677,2023-03-30,2023-04-11,Email,P3,Closed,Integration,Product,Issue with compute workload
T01474,C0677,2022-03-25,2022-04-01,Email,P2,Closed,Performance,Bug,Unexpected billing spike
T01475,C0677,2023-05-13,2023-05-14,Email,P1,Closed,Performance,Bug,Integration timeout
T01476,C0678,2022-06-06,2022-06-08,Portal,P3,Closed,Integration,Product,Unexpected billing spike
T01477,C0679,2021-11-23,2021-12-05,Chat,P2,Closed,Billing,Config,Integration timeout
T01478,C0679,2023-11-17,2023-11-25,Portal,P1,Closed,Integration,Config,Integration timeout
T01479,C0680,2023-09-21,2023-09-30,Portal,P2,Closed,Performance,Bug,Unexpected billing spike
T01480,C0680,2022-06-12,2022-06-26,Portal,P1,Closed,Performance,Config,Integration timeout
T01481,C0680,2022-04-17,2022-04-29,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T01482,C0680,2023-04-17,2023-04-30,Chat,P3,Closed,Integration,Product,Integration timeout
T01483,C0681,2022-05-24,2022-05-25,Chat,P1,Closed,Billing,Product,Integration timeout
T01484,C0681,2023-08-28,2023-09-09,Email,P3,Closed,Performance,Product,Integration timeout
T01485,C0681,2022-05-23,2022-05-31,Chat,P2,Closed,Integration,Config,Integration timeout
T01486,C0682,2022-07-09,2022-07-11,Portal,P2,Closed,Integration,Bug,Issue with compute workload
T01487,C0682,2023-07-04,2023-07-05,Portal,P2,Closed,Integration,Config,Issue with compute workload
T01488,C0682,2023-10-03,2023-10-05,Portal,P1,Closed,Billing,Config,Issue with compute workload
T01489,C0683,2022-05-17,2022-05-22,Email,P2,Closed,Performance,Config,Unexpected billing spike
T01490,C0683,2021-11-29,2021-12-05,Email,P3,Closed,Billing,Product,Issue with compute workload
T01491,C0683,2023-01-13,2023-01-19,Portal,P1,Closed,Integration,Bug,Issue with compute workload
T01492,C0683,2021-09-29,2021-10-13,Email,P2,Closed,Performance,Config,Issue with compute workload
T01493,C0684,2022-03-04,2022-03-17,Chat,P2,Closed,Billing,Product,Integration timeout
T01494,C0684,2023-06-12,2023-06-14,Chat,P2,Closed,Performance,Bug,Unexpected billing spike
T01495,C0685,2022-03-25,2022-03-26,Portal,P3,Closed,Integration,Product,Issue with compute workload
T01496,C0685,2022-03-08,2022-03-17,Chat,P2,Closed,Integration,Config,Integration timeout
T01497,C0685,2023-06-05,2023-06-13,Portal,P1,Closed,Billing,Product,Issue with compute workload
T01498,C0686,2022-05-25,2022-06-05,Chat,P2,Closed,Billing,Product,Issue with compute workload
T01499,C0686,2021-12-04,2021-12-15,Chat,P3,Closed,Integration,Bug,Unexpected billing spike
T01500,C0686,2021-08-27,2021-09-10,Portal,P1,Closed,Billing,Bug,Issue with compute workload
T01501,C0687,2022-05-30,2022-06-01,Portal,P3,Closed,Performance,Config,Integration timeout
T01502,C0688,2022-07-26,2022-07-28,Chat,P3,Closed,Integration,Config,Integration timeout
T01503,C0688,2023-05-24,2023-05-29,Portal,P2,Closed,Integration,Config,Unexpected billing spike
T01504,C0688,2022-10-21,2022-11-01,Portal,P1,Closed,Performance,Bug,Unexpected billing spike
T01505,C0690,2023-09-30,2023-10-13,Email,P1,Closed,Performance,Config,Issue with compute workload
T01506,C0690,2023-10-16,2023-10-20,Email,P2,Closed,Billing,Product,Integration timeout
T01507,C0690,2022-08-19,2022-08-30,Email,P2,Closed,Integration,Bug,Integration timeout
T01508,C0691,2022-09-28,2022-10-11,Portal,P3,Closed,Billing,Config,Issue with compute workload
T01509,C0691,2022-06-21,2022-06-23,Portal,P3,Closed,Integration,Config,Integration timeout
T01510,C0692,2022-07-01,2022-07-09,Portal,P2,Closed,Integration,Config,Integration timeout
T01511,C0692,2022-04-29,2022-05-02,Chat,P2,Closed,Performance,Config,Unexpected billing spike
T01512,C0692,2022-07-02,2022-07-14,Email,P3,Closed,Integration,Config,Unexpected billing spike
T01513,C0693,2022-05-28,2022-06-05,Portal,P3,Closed,Integration,Bug,Integration timeout
T01514,C0694,2021-05-25,2021-06-05,Chat,P3,Closed,Performance,Bug,Issue with compute workload
T01515,C0694,2023-09-19,2023-09-25,Chat,P1,Closed,Integration,Bug,Issue with compute workload
T01516,C0695,2021-06-09,2021-06-11,Portal,P1,Closed,Billing,Bug,Integration timeout
T01517,C0695,2023-02-25,2023-02-27,Portal,P3,Closed,Billing,Config,Unexpected billing spike
T01518,C0695,2023-03-06,2023-03-18,Email,P1,Closed,Performance,Bug,Integration timeout
T01519,C0696,2022-07-08,2022-07-10,Chat,P1,Closed,Billing,Config,Issue with compute workload
T01520,C0696,2023-04-25,2023-04-29,Chat,P2,Closed,Performance,Product,Unexpected billing spike
T01521,C0697,2023-11-14,2023-11-26,Email,P3,Closed,Integration,Bug,Issue with compute workload
T01522,C0697,2022-03-27,2022-04-02,Portal,P3,Closed,Performance,Bug,Unexpected billing spike
T01523,C0697,2022-03-15,2022-03-24,Chat,P3,Closed,Integration,Product,Issue with compute workload
T01524,C0698,2022-05-19,2022-05-30,Portal,P2,Closed,Performance,Config,Unexpected billing spike
T01525,C0698,2022-03-02,2022-03-11,Email,P1,Closed,Integration,Product,Unexpected billing spike
T01526,C0698,2022-05-28,2022-06-01,Portal,P3,Closed,Performance,Config,Unexpected billing spike
T01527,C0699,2022-08-25,2022-09-04,Email,P2,Closed,Integration,Product,Integration timeout
T01528,C0699,2023-03-12,2023-03-19,Email,P3,Closed,Integration,Config,Unexpected billing spike
T01529,C0699,2022-05-02,2022-05-08,Chat,P3,Closed,Billing,Product,Integration timeout
T01530,C0699,2023-08-25,2023-08-30,Chat,P2,Closed,Performance,Product,Issue with compute workload
T01531,C0700,2023-08-25,2023-09-07,Email,P1,Closed,Performance,Bug,Integration timeout
T01532,C0700,2022-06-19,2022-06-20,Chat,P1,Closed,Integration,Config,Unexpected billing spike
T01533,C0701,2023-06-21,2023-06-24,Portal,P3,Closed,Billing,Bug,Integration timeout
T01534,C0701,2022-09-07,2022-09-17,Email,P3,Closed,Billing,Bug,Unexpected billing spike
T01535,C0701,2023-08-22,2023-09-02,Portal,P2,Closed,Billing,Bug,Unexpected billing spike
T01536,C0701,2023-01-09,2023-01-14,Email,P1,Closed,Integration,Bug,Issue with compute workload
T01537,C0702,2022-12-22,2023-01-05,Portal,P2,Closed,Billing,Product,Issue with compute workload
T01538,C0702,2021-11-16,2021-11-20,Email,P3,Closed,Billing,Bug,Integration timeout
T01539,C0702,2022-01-25,2022-02-01,Portal,P1,Closed,Performance,Bug,Integration timeout
T01540,C0703,2023-05-21,2023-05-27,Chat,P2,Closed,Performance,Product,Issue with compute workload
T01541,C0703,2022-05-26,2022-05-30,Chat,P3,Closed,Billing,Product,Integration timeout
T01542,C0704,2021-05-31,2021-06-10,Portal,P2,Closed,Performance,Config,Integration timeout
T01543,C0704,2022-02-12,2022-02-23,Portal,P1,Closed,Performance,Product,Integration timeout
T01544,C0704,2022-02-26,2022-03-02,Chat,P1,Closed,Performance,Bug,Issue with compute workload
T01545,C0704,2021-12-26,2021-12-27,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T01546,C0705,2023-09-11,2023-09-17,Portal,P3,Closed,Performance,Config,Issue with compute workload
T01547,C0706,2023-08-01,2023-08-02,Email,P1,Closed,Billing,Bug,Unexpected billing spike
T01548,C0706,2023-08-17,2023-08-30,Chat,P2,Closed,Performance,Config,Issue with compute workload
T01549,C0706,2022-06-10,2022-06-13,Email,P1,Closed,Billing,Bug,Issue with compute workload
T01550,C0707,2022-07-23,2022-07-30,Portal,P3,Closed,Integration,Config,Issue with compute workload
T01551,C0708,2022-07-26,2022-08-02,Portal,P3,Closed,Performance,Config,Unexpected billing spike
T01552,C0708,2023-04-22,2023-05-06,Email,P1,Closed,Integration,Bug,Integration timeout
T01553,C0709,2022-06-01,2022-06-09,Portal,P1,Closed,Billing,Bug,Integration timeout
T01554,C0709,2022-12-30,2023-01-04,Email,P3,Closed,Performance,Product,Issue with compute workload
T01555,C0709,2022-11-20,2022-11-30,Portal,P2,Closed,Integration,Product,Issue with compute workload
T01556,C0709,2023-06-30,2023-07-10,Email,P1,Closed,Billing,Bug,Unexpected billing spike
T01557,C0710,2023-05-21,2023-06-03,Portal,P3,Closed,Integration,Config,Integration timeout
T01558,C0710,2023-08-18,2023-08-27,Chat,P3,Closed,Performance,Config,Unexpected billing spike
T01559,C0710,2023-04-30,2023-05-05,Email,P2,Closed,Billing,Config,Integration timeout
T01560,C0711,2023-06-09,2023-06-20,Chat,P1,Closed,Performance,Config,Issue with compute workload
T01561,C0711,2023-02-15,2023-02-18,Portal,P3,Closed,Performance,Product,Unexpected billing spike
T01562,C0711,2023-02-02,2023-02-16,Email,P3,Closed,Integration,Config,Unexpected billing spike
T01563,C0711,2023-02-05,2023-02-16,Email,P1,Closed,Billing,Product,Integration timeout
T01564,C0712,2022-04-10,2022-04-19,Email,P2,Closed,Performance,Product,Integration timeout
T01565,C0712,2022-09-21,2022-10-04,Chat,P2,Closed,Performance,Bug,Unexpected billing spike
T01566,C0713,2023-01-18,2023-02-01,Portal,P1,Closed,Performance,Product,Unexpected billing spike
T01567,C0713,2023-11-09,2023-11-17,Email,P2,Closed,Billing,Bug,Unexpected billing spike
T01568,C0713,2022-08-23,2022-09-06,Chat,P3,Closed,Billing,Config,Issue with compute workload
T01569,C0714,2023-07-24,2023-07-25,Email,P3,Closed,Billing,Bug,Integration timeout
T01570,C0714,2023-04-02,2023-04-08,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T01571,C0715,2022-05-15,2022-05-18,Email,P3,Closed,Performance,Product,Integration timeout
T01572,C0715,2021-11-03,2021-11-13,Portal,P3,Closed,Billing,Bug,Unexpected billing spike
T01573,C0715,2022-01-28,2022-02-07,Portal,P2,Closed,Billing,Config,Integration timeout
T01574,C0716,2022-12-14,2022-12-18,Email,P2,Closed,Integration,Bug,Integration timeout
T01575,C0716,2021-11-25,2021-12-03,Chat,P1,Closed,Billing,Config,Integration timeout
T01576,C0717,2022-08-04,2022-08-17,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T01577,C0717,2021-04-01,2021-04-08,Portal,P3,Closed,Integration,Bug,Unexpected billing spike
T01578,C0720,2021-11-28,2021-12-09,Chat,P1,Closed,Performance,Product,Unexpected billing spike
T01579,C0721,2022-11-19,2022-11-28,Email,P1,Closed,Integration,Product,Integration timeout
T01580,C0721,2021-10-04,2021-10-08,Chat,P2,Closed,Performance,Bug,Integration timeout
T01581,C0722,2021-06-06,2021-06-07,Chat,P1,Closed,Billing,Product,Issue with compute workload
T01582,C0723,2022-06-08,2022-06-15,Chat,P3,Closed,Billing,Product,Integration timeout
T01583,C0724,2022-09-08,2022-09-22,Portal,P2,Closed,Integration,Bug,Unexpected billing spike
T01584,C0724,2022-04-24,2022-05-04,Chat,P3,Closed,Performance,Product,Issue with compute workload
T01585,C0725,2022-11-09,2022-11-16,Chat,P2,Closed,Performance,Config,Integration timeout
T01586,C0725,2022-03-03,2022-03-08,Email,P2,Closed,Integration,Bug,Issue with compute workload
T01587,C0725,2022-03-26,2022-04-09,Chat,P1,Closed,Integration,Config,Unexpected billing spike
T01588,C0726,2022-06-10,2022-06-17,Portal,P2,Closed,Billing,Bug,Integration timeout
T01589,C0726,2022-10-14,2022-10-21,Portal,P1,Closed,Integration,Config,Unexpected billing spike
T01590,C0726,2023-11-09,2023-11-12,Portal,P2,Closed,Billing,Product,Unexpected billing spike
T01591,C0726,2022-07-04,2022-07-09,Chat,P3,Closed,Performance,Config,Unexpected billing spike
T01592,C0727,2021-09-09,2021-09-14,Chat,P2,Closed,Performance,Bug,Unexpected billing spike
T01593,C0727,2022-04-13,2022-04-23,Chat,P1,Closed,Integration,Product,Unexpected billing spike
T01594,C0727,2021-05-20,2021-06-02,Portal,P1,Closed,Integration,Bug,Unexpected billing spike
T01595,C0728,2023-02-24,2023-03-09,Email,P1,Closed,Performance,Config,Issue with compute workload
T01596,C0728,2023-05-19,2023-05-21,Portal,P1,Closed,Billing,Config,Issue with compute workload
T01597,C0729,2021-09-22,2021-10-01,Portal,P3,Closed,Performance,Config,Unexpected billing spike
T01598,C0729,2022-12-19,2022-12-26,Portal,P1,Closed,Billing,Config,Unexpected billing spike
T01599,C0730,2023-06-06,2023-06-20,Email,P3,Closed,Integration,Bug,Integration timeout
T01600,C0730,2023-02-17,2023-02-27,Portal,P2,Closed,Integration,Bug,Integration timeout
T01601,C0730,2023-03-01,2023-03-07,Email,P2,Closed,Performance,Product,Issue with compute workload
T01602,C0731,2022-06-04,2022-06-17,Email,P3,Closed,Billing,Config,Unexpected billing spike
T01603,C0732,2022-05-04,2022-05-13,Chat,P1,Closed,Integration,Config,Unexpected billing spike
T01604,C0732,2022-10-12,2022-10-19,Email,P3,Closed,Integration,Bug,Issue with compute workload
T01605,C0733,2023-01-25,2023-02-07,Portal,P3,Closed,Performance,Config,Unexpected billing spike
T01606,C0733,2022-10-22,2022-10-25,Portal,P3,Closed,Performance,Config,Issue with compute workload
T01607,C0734,2022-02-24,2022-03-03,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T01608,C0735,2022-12-11,2022-12-19,Email,P3,Closed,Billing,Config,Integration timeout
T01609,C0735,2021-09-09,2021-09-10,Portal,P1,Closed,Performance,Config,Integration timeout
T01610,C0736,2023-11-17,2023-11-29,Chat,P3,Closed,Billing,Config,Integration timeout
T01611,C0737,2023-03-05,2023-03-15,Chat,P3,Closed,Performance,Config,Issue with compute workload
T01612,C0737,2022-05-23,2022-06-06,Email,P3,Closed,Billing,Bug,Unexpected billing spike
T01613,C0737,2022-09-22,2022-10-03,Chat,P2,Closed,Integration,Config,Unexpected billing spike
T01614,C0738,2021-10-03,2021-10-08,Email,P2,Closed,Performance,Bug,Issue with compute workload
T01615,C0739,2022-12-25,2022-12-26,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T01616,C0739,2023-08-06,2023-08-16,Chat,P3,Closed,Performance,Product,Integration timeout
T01617,C0739,2021-09-15,2021-09-23,Email,P3,Closed,Billing,Config,Issue with compute workload
T01618,C0739,2023-01-24,2023-02-02,Chat,P2,Closed,Integration,Config,Issue with compute workload
T01619,C0740,2023-11-28,2023-12-04,Email,P2,Closed,Billing,Product,Integration timeout
T01620,C0740,2023-06-16,2023-06-29,Portal,P2,Closed,Performance,Product,Integration timeout
T01621,C0741,2022-09-30,2022-10-12,Email,P2,Closed,Performance,Product,Integration timeout
T01622,C0742,2023-04-19,2023-04-24,Portal,P3,Closed,Billing,Config,Integration timeout
T01623,C0742,2022-05-09,2022-05-13,Portal,P3,Closed,Performance,Bug,Issue with compute workload
T01624,C0743,2023-07-12,2023-07-16,Email,P3,Closed,Billing,Bug,Issue with compute workload
T01625,C0744,2022-06-01,2022-06-06,Chat,P1,Closed,Performance,Product,Issue with compute workload
T01626,C0744,2023-03-06,2023-03-19,Chat,P1,Closed,Performance,Bug,Unexpected billing spike
T01627,C0744,2023-07-02,2023-07-08,Portal,P3,Closed,Performance,Config,Integration timeout
T01628,C0745,2022-10-18,2022-10-21,Portal,P1,Closed,Integration,Config,Unexpected billing spike
T01629,C0745,2022-11-27,2022-12-03,Portal,P3,Closed,Performance,Product,Issue with compute workload
T01630,C0746,2022-09-09,2022-09-10,Portal,P2,Closed,Performance,Bug,Unexpected billing spike
T01631,C0746,2023-08-06,2023-08-07,Email,P3,Closed,Integration,Product,Unexpected billing spike
T01632,C0746,2022-06-27,2022-07-10,Chat,P3,Closed,Performance,Bug,Unexpected billing spike
T01633,C0746,2023-05-28,2023-06-01,Portal,P3,Closed,Performance,Product,Unexpected billing spike
T01634,C0747,2022-06-29,2022-07-11,Email,P2,Closed,Integration,Bug,Integration timeout
T01635,C0747,2021-07-28,2021-08-05,Chat,P1,Closed,Billing,Config,Integration timeout
T01636,C0747,2022-07-20,2022-07-23,Email,P2,Closed,Integration,Config,Unexpected billing spike
T01637,C0748,2023-03-17,2023-03-23,Email,P2,Closed,Performance,Product,Unexpected billing spike
T01638,C0748,2023-02-01,2023-02-12,Chat,P3,Closed,Performance,Bug,Integration timeout
T01639,C0748,2022-07-20,2022-08-03,Chat,P1,Closed,Integration,Config,Integration timeout
T01640,C0748,2022-08-26,2022-09-02,Portal,P3,Closed,Performance,Config,Integration timeout
T01641,C0749,2022-08-29,2022-08-30,Portal,P2,Closed,Integration,Product,Integration timeout
T01642,C0750,2022-08-25,2022-09-02,Portal,P1,Closed,Billing,Bug,Issue with compute workload
T01643,C0751,2022-08-11,2022-08-25,Chat,P1,Closed,Integration,Bug,Unexpected billing spike
T01644,C0751,2023-04-19,2023-04-24,Portal,P3,Closed,Performance,Bug,Issue with compute workload
T01645,C0752,2023-01-23,2023-01-24,Portal,P1,Closed,Integration,Product,Issue with compute workload
T01646,C0752,2021-11-08,2021-11-13,Chat,P3,Closed,Billing,Config,Integration timeout
T01647,C0753,2022-03-10,2022-03-13,Portal,P3,Closed,Billing,Product,Integration timeout
T01648,C0754,2023-03-29,2023-04-07,Portal,P2,Closed,Integration,Config,Integration timeout
T01649,C0754,2022-03-11,2022-03-16,Portal,P1,Closed,Integration,Product,Unexpected billing spike
T01650,C0754,2023-01-14,2023-01-27,Email,P2,Closed,Integration,Product,Integration timeout
T01651,C0754,2022-05-22,2022-05-30,Email,P2,Closed,Performance,Config,Integration timeout
T01652,C0756,2023-09-24,2023-10-06,Email,P2,Closed,Billing,Product,Unexpected billing spike
T01653,C0756,2023-08-30,2023-09-08,Portal,P2,Closed,Performance,Bug,Issue with compute workload
T01654,C0757,2021-10-07,2021-10-09,Email,P2,Closed,Billing,Bug,Issue with compute workload
T01655,C0760,2021-06-03,2021-06-12,Email,P1,Closed,Integration,Bug,Issue with compute workload
T01656,C0760,2021-12-22,2021-12-24,Chat,P2,Closed,Billing,Product,Integration timeout
T01657,C0760,2021-12-19,2021-12-21,Email,P1,Closed,Integration,Config,Issue with compute workload
T01658,C0761,2022-05-06,2022-05-12,Email,P3,Closed,Performance,Product,Issue with compute workload
T01659,C0762,2023-10-08,2023-10-22,Portal,P1,Closed,Integration,Config,Unexpected billing spike
T01660,C0762,2023-06-19,2023-06-21,Email,P1,Closed,Performance,Product,Integration timeout
T01661,C0763,2022-05-16,2022-05-22,Chat,P1,Closed,Billing,Config,Unexpected billing spike
T01662,C0763,2022-10-11,2022-10-12,Email,P1,Closed,Integration,Bug,Unexpected billing spike
T01663,C0765,2023-10-18,2023-10-21,Chat,P1,Closed,Integration,Config,Unexpected billing spike
T01664,C0765,2023-02-01,2023-02-09,Email,P2,Closed,Performance,Config,Issue with compute workload
T01665,C0765,2022-06-25,2022-06-30,Chat,P1,Closed,Billing,Bug,Integration timeout
T01666,C0766,2023-04-04,2023-04-10,Email,P1,Closed,Integration,Config,Unexpected billing spike
T01667,C0766,2023-10-07,2023-10-08,Email,P3,Closed,Performance,Bug,Issue with compute workload
T01668,C0766,2023-01-26,2023-01-27,Chat,P3,Closed,Billing,Bug,Integration timeout
T01669,C0766,2022-09-10,2022-09-21,Email,P1,Closed,Performance,Bug,Integration timeout
T01670,C0767,2021-12-15,2021-12-17,Portal,P1,Closed,Integration,Product,Unexpected billing spike
T01671,C0767,2021-07-13,2021-07-15,Chat,P1,Closed,Performance,Config,Unexpected billing spike
T01672,C0767,2023-06-23,2023-06-25,Portal,P3,Closed,Integration,Bug,Unexpected billing spike
T01673,C0767,2022-09-01,2022-09-15,Portal,P3,Closed,Performance,Config,Issue with compute workload
T01674,C0768,2021-11-13,2021-11-21,Portal,P1,Closed,Billing,Product,Integration timeout
T01675,C0769,2023-01-11,2023-01-14,Chat,P1,Closed,Performance,Bug,Issue with compute workload
T01676,C0769,2022-08-08,2022-08-20,Chat,P3,Closed,Performance,Bug,Integration timeout
T01677,C0769,2022-01-05,2022-01-07,Email,P1,Closed,Billing,Bug,Issue with compute workload
T01678,C0769,2023-09-04,2023-09-06,Email,P3,Closed,Billing,Bug,Issue with compute workload
T01679,C0770,2022-08-19,2022-08-28,Portal,P3,Closed,Integration,Config,Unexpected billing spike
T01680,C0771,2023-01-30,2023-02-02,Chat,P3,Closed,Billing,Config,Integration timeout
T01681,C0772,2021-11-18,2021-11-25,Portal,P1,Closed,Billing,Config,Issue with compute workload
T01682,C0773,2023-03-18,2023-03-20,Email,P3,Closed,Billing,Bug,Integration timeout
T01683,C0773,2022-07-08,2022-07-14,Portal,P1,Closed,Integration,Config,Issue with compute workload
T01684,C0774,2023-02-01,2023-02-05,Portal,P1,Closed,Integration,Product,Unexpected billing spike
T01685,C0774,2023-06-07,2023-06-09,Portal,P2,Closed,Integration,Product,Integration timeout
T01686,C0775,2021-10-22,2021-10-31,Portal,P1,Closed,Billing,Bug,Integration timeout
T01687,C0775,2023-04-07,2023-04-10,Chat,P1,Closed,Billing,Product,Unexpected billing spike
T01688,C0775,2021-05-23,2021-05-29,Email,P3,Closed,Integration,Bug,Unexpected billing spike
T01689,C0775,2021-05-02,2021-05-13,Portal,P3,Closed,Integration,Config,Issue with compute workload
T01690,C0776,2022-07-17,2022-07-18,Email,P1,Closed,Billing,Config,Issue with compute workload
T01691,C0776,2023-04-09,2023-04-14,Email,P1,Closed,Billing,Bug,Issue with compute workload
T01692,C0776,2023-04-07,2023-04-11,Email,P1,Closed,Integration,Bug,Integration timeout
