Deal_ID,Customer_ID,Month,SKU_ID,Sales_Rep_ID,Sales_Rep_Name,Sales_Team,Sales_Motion,Lead_Source,Deal_Type,Booking_Amount_USD,ARR_Booked_USD,Discount_Pct,List_Price_ARR_USD,Plan_Type,Commit_Type,Usage_Commit_Units
D_C0749,C0749,2021-04-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,267439.19,267439.19,13.56,309389.26,Enterprise,Subscription,8872
D_C0750,C0750,2023-03-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,153885.24,153885.24,16.3,183843.32,Enterprise,Hybrid,7873
D_C0751,C0751,2022-03-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Partner,New,222545.78,222545.78,17.04,268267.74,Enterprise,Usage commit,10495
D_C0752,C0752,2023-10-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,222566.43,222566.43,17.5,269781.23,Enterprise,Subscription,5455
D_C0753,C0753,2022-05-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,275223.82,275223.82,15.7,326470.2,Enterprise,Subscription,12636
D_C0754,C0754,2022-05-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,251535.68,251535.68,5.84,267139.68,Enterprise,Usage commit,11770
D_C0755,C0755,2023-07-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,189041.17,189041.17,16.71,226974.19,Enterprise,Hybrid,3373
D_C0756,C0756,2022-09-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,242268.19,242268.19,11.22,272880.26,Pro,Usage commit,11572
D_C0757,C0757,2021-11-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,181831.79,181831.79,14.23,212008.05,Pro,Subscription,11216
D_C0758,C0758,2021-01-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,231487.0,231487.0,14.44,270539.8,Enterprise,Usage commit,9183
D_C0759,C0759,2021-05-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,288990.87,288990.87,6.93,310517.23,Pro,Hybrid,14615
D_C0760,C0760,2023-03-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Partner,New,159679.67,159679.67,12.0,181459.25,Pro,Subscription,9222
D_C0761,C0761,2023-05-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Partner,New,298477.47,298477.47,16.56,357728.68,Enterprise,Subscription,8152
D_C0762,C0762,2022-10-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,316156.56,316156.56,13.69,366315.99,Pro,Usage commit,3240
D_C0763,C0763,2022-06-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,166053.19,166053.19,11.37,187350.1,Pro,Hybrid,2864
D_C0764,C0764,2023-09-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Partner,New,309129.99,309129.99,5.52,327179.18,Enterprise,Subscription,7333
D_C0765,C0765,2022-12-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Outbound,New,318489.09,318489.09,8.91,349639.87,Pro,Subscription,14822
D_C0766,C0766,2022-03-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,134747.71,134747.71,17.21,162752.11,Enterprise,Subscription,4810
D_C0767,C0767,2022-12-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,292022.17,292022.17,17.1,352257.08,Enterprise,Subscription,13684
D_C0768,C0768,2022-09-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Inbound,New,291670.79,291670.79,16.51,349352.38,Enterprise,Usage commit,3910
D_C0769,C0769,2021-01-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Outbound,New,190725.03,190725.03,11.88,216439.9,Pro,Hybrid,4298
D_C0770,C0770,2023-04-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,185649.17,185649.17,12.54,212262.89,Pro,Hybrid,5159
D_C0771,C0771,2023-02-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,232070.38,232070.38,7.49,250847.65,Pro,Hybrid,7161
D_C0772,C0772,2021-12-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Partner,New,311201.33,311201.33,10.41,347376.18,Pro,Usage commit,2875
D_C0773,C0773,2022-07-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,119744.49,119744.49,13.41,138282.06,Enterprise,Hybrid,11222
D_C0774,C0774,2021-08-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Outbound,New,222598.87,222598.87,10.23,247968.3,Enterprise,Usage commit,13411
D_C0775,C0775,2023-12-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Partner,New,288063.73,288063.73,17.08,347412.76,Enterprise,Subscription,13136
D_C0776,C0776,2022-07-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,215445.92,215445.92,17.98,262666.03,Enterprise,Hybrid,6591
D_C0777,C0777,2021-07-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Inbound,New,182145.86,182145.86,9.07,200315.94,Enterprise,Hybrid,5313
D_C0778,C0778,2023-12-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,123276.02,123276.02,16.73,148044.88,Enterprise,Usage commit,12668
D_C0779,C0779,2023-06-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,300374.76,300374.76,8.94,329853.78,Pro,Usage commit,14474
D_C0780,C0780,2021-11-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,260650.34,260650.34,5.06,274553.62,Enterprise,Subscription,5882
D_C0781,C0781,2022-10-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,159056.88,159056.88,6.47,170062.47,Enterprise,Hybrid,7018
D_C0782,C0782,2023-10-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,191271.35,191271.35,5.6,202626.1,Pro,Hybrid,9112
D_C0783,C0783,2022-06-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Outbound,New,139407.03,139407.03,5.13,146943.36,Enterprise,Usage commit,7442
D_C0784,C0784,2022-08-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,209138.47,209138.47,13.67,242254.02,Pro,Hybrid,13369
D_C0785,C0785,2022-03-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,316957.52,316957.52,6.73,339837.67,Enterprise,Subscription,7091
D_C0786,C0786,2023-12-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Inbound,New,239808.15,239808.15,6.24,255771.87,Enterprise,Usage commit,12376
D_C0787,C0787,2023-10-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Inbound,New,186131.3,186131.3,13.0,213955.98,Enterprise,Subscription,9454
D_C0788,C0788,2021-01-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,190960.22,190960.22,12.67,218663.48,Enterprise,Usage commit,12813
D_C0789,C0789,2022-02-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Partner,New,230719.53,230719.53,8.53,252236.61,Enterprise,Subscription,6166
D_C0790,C0790,2021-11-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,193813.44,193813.44,10.95,217638.11,Enterprise,Subscription,7553
D_C0791,C0791,2021-05-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Partner,New,227075.88,227075.88,8.05,246958.27,Enterprise,Usage commit,7947
D_C0792,C0792,2021-10-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,237183.8,237183.8,17.54,287634.88,Enterprise,Hybrid,7869
D_C0793,C0793,2022-12-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,308295.82,308295.82,16.26,368166.28,Enterprise,Subscription,11687
D_C0794,C0794,2022-04-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Outbound,New,289176.25,289176.25,8.65,316547.83,Pro,Subscription,14321
D_C0795,C0795,2021-10-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Partner,New,161809.49,161809.49,12.61,185150.56,Enterprise,Subscription,13957
D_C0796,C0796,2023-09-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,207125.4,207125.4,10.73,232032.69,Pro,Hybrid,7120
D_C0797,C0797,2022-11-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Outbound,New,140894.15,140894.15,16.74,169228.41,Pro,Subscription,13582
D_C0798,C0798,2021-09-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,198229.75,198229.75,11.51,224004.45,Pro,Subscription,13090
D_C0799,C0799,2023-04-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Outbound,New,154391.68,154391.68,16.96,185920.8,Enterprise,Subscription,12375
D_C0800,C0800,2023-12-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,244993.4,244993.4,10.83,274747.65,Pro,Usage commit,2867
D_C0801,C0801,2022-12-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Inbound,New,312989.88,312989.88,13.84,363276.75,Enterprise,Subscription,7458
D_C0802,C0802,2022-03-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Outbound,New,234482.23,234482.23,14.29,273571.57,Enterprise,Subscription,9921
D_C0803,C0803,2023-04-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,154552.91,154552.91,5.87,164193.09,Pro,Subscription,5786
D_C0804,C0804,2022-05-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Outbound,New,116631.42,116631.42,8.17,127002.46,Enterprise,Usage commit,11259
D_C0805,C0805,2022-06-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,110174.43,110174.43,13.04,126689.05,Enterprise,Subscription,14317
D_C0806,C0806,2023-11-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Partner,New,189874.4,189874.4,14.4,221816.62,Enterprise,Subscription,2656
D_C0807,C0807,2023-10-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,298709.22,298709.22,9.08,328523.56,Pro,Hybrid,8958
D_C0808,C0808,2022-07-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Partner,New,252935.11,252935.11,12.73,289831.53,Enterprise,Usage commit,5294
D_C0809,C0809,2021-08-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,282783.02,282783.02,14.88,332210.19,Enterprise,Hybrid,12279
D_C0810,C0810,2022-04-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,210954.7,210954.7,13.46,243761.02,Enterprise,Subscription,6149
D_C0811,C0811,2022-02-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,180778.52,180778.52,5.67,191646.9,Enterprise,Usage commit,14864
D_C0812,C0812,2021-11-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Inbound,New,273973.18,273973.18,16.7,328914.14,Enterprise,Subscription,5516
D_C0813,C0813,2022-07-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,201846.95,201846.95,7.78,218872.13,Enterprise,Usage commit,14651
D_C0814,C0814,2021-03-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,123061.82,123061.82,14.3,143592.58,Enterprise,Hybrid,10682
D_C0815,C0815,2021-04-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,124979.17,124979.17,7.2,134674.92,Enterprise,Hybrid,3632
D_C0816,C0816,2023-11-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Partner,New,155777.34,155777.34,6.13,165950.3,Enterprise,Subscription,5549
D_C0817,C0817,2023-10-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Inbound,New,284798.52,284798.52,17.42,344885.67,Pro,Usage commit,12010
D_C0818,C0818,2021-12-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,229454.25,229454.25,12.3,261635.63,Enterprise,Subscription,13222
D_C0819,C0819,2023-12-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Inbound,New,266172.53,266172.53,5.2,280785.84,Enterprise,Hybrid,12260
D_C0820,C0820,2022-12-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Inbound,New,237943.82,237943.82,12.79,272845.64,Pro,Hybrid,3808
D_C0821,C0821,2023-09-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Partner,New,116694.05,116694.05,15.1,137453.74,Enterprise,Subscription,12475
D_C0822,C0822,2021-11-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Partner,New,189912.78,189912.78,17.93,231402.24,Enterprise,Usage commit,8832
D_C0823,C0823,2023-06-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,165433.24,165433.24,17.31,200070.43,Pro,Subscription,10713
D_C0824,C0824,2022-07-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Outbound,New,182475.52,182475.52,7.54,197350.46,Pro,Subscription,10724
D_C0825,C0825,2023-06-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,226702.83,226702.83,6.81,243279.42,Pro,Hybrid,7516
D_C0826,C0826,2021-03-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Outbound,New,201985.66,201985.66,6.09,215087.22,Enterprise,Usage commit,14214
D_C0827,C0827,2021-11-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Partner,New,186954.26,186954.26,7.13,201301.48,Enterprise,Hybrid,13219
D_C0828,C0828,2022-02-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Inbound,New,307038.22,307038.22,8.91,337081.77,Enterprise,Hybrid,4293
D_C0829,C0829,2023-04-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Partner,New,295558.77,295558.77,5.87,314005.29,Enterprise,Subscription,13608
D_C0830,C0830,2021-08-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,188846.58,188846.58,10.63,211312.04,Enterprise,Usage commit,13535
D_C0831,C0831,2021-01-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Inbound,New,297372.65,297372.65,11.5,335996.43,Enterprise,Usage commit,11241
D_C0832,C0832,2021-12-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,269057.2,269057.2,13.58,311346.95,Enterprise,Subscription,6878
D_C0833,C0833,2023-09-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,152032.27,152032.27,11.21,171219.39,Pro,Hybrid,6699
D_C0834,C0834,2021-05-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,156484.13,156484.13,16.71,187889.0,Pro,Usage commit,2550
D_C0835,C0835,2023-02-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Partner,New,197111.47,197111.47,9.19,217052.43,Enterprise,Subscription,12769
D_C0836,C0836,2023-10-01,SKU1,ER13,Rep_ER13,Enterprise,High-touch AE,Partner,New,111248.17,111248.17,11.22,125301.57,Enterprise,Usage commit,11851
D_C0837,C0837,2021-08-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Inbound,New,253253.02,253253.02,17.88,308391.44,Enterprise,Hybrid,14490
D_C0838,C0838,2021-05-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Outbound,New,118992.17,118992.17,11.67,134719.7,Pro,Subscription,12111
D_C0839,C0839,2021-11-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,307527.42,307527.42,8.51,336147.72,Enterprise,Subscription,14819
D_C0840,C0840,2021-10-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Outbound,New,215840.9,215840.9,5.07,227373.87,Pro,Subscription,3718
D_C0841,C0841,2021-09-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,115997.38,115997.38,5.77,123096.69,Pro,Hybrid,4837
D_C0842,C0842,2022-03-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,261873.74,261873.74,11.51,295942.76,Enterprise,Subscription,5468
D_C0843,C0843,2022-06-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,110424.12,110424.12,17.16,133304.18,Enterprise,Subscription,9256
D_C0844,C0844,2021-01-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,224291.55,224291.55,15.43,265210.0,Enterprise,Subscription,8942
D_C0845,C0845,2023-06-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Partner,New,126907.0,126907.0,17.51,153852.86,Pro,Usage commit,2011
D_C0846,C0846,2021-05-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,130141.02,130141.02,17.29,157347.77,Pro,Subscription,14022
D_C0847,C0847,2023-02-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Inbound,New,298568.72,298568.72,12.09,339632.95,Enterprise,Usage commit,12285
D_C0848,C0848,2021-03-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,171589.09,171589.09,10.38,191456.51,Pro,Usage commit,11459
D_C0849,C0849,2023-02-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,265945.79,265945.79,9.17,292799.21,Enterprise,Hybrid,14563
D_C0850,C0850,2021-12-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,151090.97,151090.97,14.94,177629.09,Enterprise,Subscription,11963
D_C0851,C0851,2021-08-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,151459.21,151459.21,12.71,173511.06,Enterprise,Usage commit,13564
D_C0852,C0852,2023-02-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Partner,New,279583.22,279583.22,17.27,337944.91,Pro,Hybrid,7855
D_C0853,C0853,2021-02-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,198772.86,198772.86,14.59,232724.82,Pro,Hybrid,8822
D_C0854,C0854,2022-02-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,271007.26,271007.26,5.47,286684.34,Pro,Hybrid,2719
D_C0855,C0855,2023-08-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,295004.34,295004.34,9.04,324331.9,Enterprise,Subscription,4216
D_C0856,C0856,2023-08-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Inbound,New,163304.66,163304.66,17.95,199024.88,Enterprise,Hybrid,10799
D_C0857,C0857,2022-03-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Outbound,New,208976.8,208976.8,7.09,224927.66,Enterprise,Subscription,10232
D_C0858,C0858,2023-05-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Outbound,New,293274.11,293274.11,8.76,321437.12,Enterprise,Hybrid,13212
D_C0859,C0859,2022-10-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Outbound,New,267978.07,267978.07,14.8,314527.88,Enterprise,Usage commit,14486
D_C0860,C0860,2021-09-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Inbound,New,296210.83,296210.83,11.82,335907.55,Enterprise,Usage commit,3852
D_C0861,C0861,2021-12-01,SKU1,ER04,Rep_ER04,Enterprise,High-touch AE,Inbound,New,298475.0,298475.0,8.78,327218.3,Enterprise,Hybrid,13139
D_C0862,C0862,2023-09-01,SKU1,ER19,Rep_ER19,Enterprise,High-touch AE,Inbound,New,159848.91,159848.91,13.93,185726.0,Pro,Usage commit,10399
D_C0863,C0863,2023-07-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Inbound,New,307217.21,307217.21,12.48,351030.52,Enterprise,Hybrid,4582
D_C0864,C0864,2023-11-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,303421.62,303421.62,16.21,362111.54,Pro,Hybrid,4386
D_C0865,C0865,2021-07-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Outbound,New,306942.22,306942.22,14.95,360910.79,Pro,Usage commit,8372
D_C0866,C0866,2021-05-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,266006.51,266006.51,10.1,295877.48,Enterprise,Hybrid,4254
D_C0867,C0867,2021-04-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,171310.3,171310.3,6.05,182340.14,Enterprise,Subscription,5868
D_C0868,C0868,2022-03-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,159762.31,159762.31,13.99,185738.97,Pro,Usage commit,7227
D_C0869,C0869,2021-08-01,SKU1,ER15,Rep_ER15,Enterprise,High-touch AE,Inbound,New,206317.47,206317.47,16.55,247223.58,Enterprise,Usage commit,8107
D_C0870,C0870,2023-10-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,233988.68,233988.68,13.06,269148.1,Pro,Hybrid,10037
D_C0871,C0871,2022-04-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Partner,New,155379.02,155379.02,15.64,184191.29,Enterprise,Hybrid,12238
D_C0872,C0872,2022-12-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,216203.69,216203.69,6.51,231266.24,Pro,Usage commit,14734
D_C0873,C0873,2023-12-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Inbound,New,223923.34,223923.34,5.42,236745.32,Pro,Usage commit,4202
D_C0874,C0874,2022-02-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Partner,New,272928.26,272928.26,5.27,288126.12,Pro,Usage commit,4098
D_C0875,C0875,2021-01-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Partner,New,302337.61,302337.61,13.9,351135.72,Enterprise,Hybrid,12473
D_C0876,C0876,2021-01-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Outbound,New,170190.98,170190.98,15.65,201768.66,Pro,Subscription,6785
D_C0877,C0877,2022-03-01,SKU1,ER09,Rep_ER09,Enterprise,High-touch AE,Partner,New,240929.86,240929.86,17.12,290713.49,Enterprise,Subscription,10321
D_C0878,C0878,2022-09-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Inbound,New,143890.57,143890.57,5.35,152025.86,Enterprise,Subscription,6085
D_C0879,C0879,2021-04-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,205632.02,205632.02,8.14,223863.34,Enterprise,Hybrid,11005
D_C0880,C0880,2021-07-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,130560.99,130560.99,13.42,150799.41,Enterprise,Usage commit,13145
D_C0881,C0881,2023-01-01,SKU1,ER11,Rep_ER11,Enterprise,High-touch AE,Outbound,New,143985.61,143985.61,5.35,152123.07,Enterprise,Subscription,7371
D_C0882,C0882,2022-12-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Inbound,New,152131.3,152131.3,5.86,161606.1,Pro,Hybrid,9891
D_C0883,C0883,2023-11-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Outbound,New,162626.41,162626.41,6.93,174729.7,Enterprise,Hybrid,6120
D_C0884,C0884,2023-01-01,SKU1,ER08,Rep_ER08,Enterprise,High-touch AE,Inbound,New,250500.81,250500.81,10.12,278718.57,Enterprise,Hybrid,14949
D_C0885,C0885,2023-06-01,SKU1,ER18,Rep_ER18,Enterprise,High-touch AE,Outbound,New,203613.41,203613.41,17.47,246700.8,Pro,Usage commit,9437
D_C0886,C0886,2022-07-01,SKU1,ER07,Rep_ER07,Enterprise,High-touch AE,Inbound,New,310841.22,310841.22,13.37,358822.31,Pro,Subscription,4790
D_C0887,C0887,2022-11-01,SKU1,ER05,Rep_ER05,Enterprise,High-touch AE,Partner,New,314377.35,314377.35,5.4,332330.74,Enterprise,Usage commit,11761
D_C0888,C0888,2022-12-01,SKU1,ER12,Rep_ER12,Enterprise,High-touch AE,Outbound,New,175914.28,175914.28,9.64,194686.93,Pro,Usage commit,12243
D_C0889,C0889,2021-06-01,SKU1,ER14,Rep_ER14,Enterprise,High-touch AE,Partner,New,200227.61,200227.61,5.16,211128.77,Enterprise,Hybrid,13779
D_C0890,C0890,2021-12-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,272421.4,272421.4,5.39,287949.87,Enterprise,Usage commit,9974
D_C0891,C0891,2022-01-01,SKU1,ER20,Rep_ER20,Enterprise,High-touch AE,Outbound,New,225554.79,225554.79,6.69,241723.51,Enterprise,Hybrid,10516
D_C0892,C0892,2021-12-01,SKU1,ER06,Rep_ER06,Enterprise,High-touch AE,Partner,New,196064.87,196064.87,14.95,230526.98,Pro,Usage commit,13400
D_C0893,C0893,2021-06-01,SKU1,ER16,Rep_ER16,Enterprise,High-touch AE,Outbound,New,199857.71,199857.71,16.98,240734.28,Enterprise,Usage commit,9744
D_C0894,C0894,2022-02-01,SKU1,ER10,Rep_ER10,Enterprise,High-touch AE,Outbound,New,192033.32,192033.32,7.9,208500.9,Enterprise,Usage commit,4570
D_C0895,C0895,2023-01-01,SKU1,ER01,Rep_ER01,Enterprise,High-touch AE,Outbound,New,214369.68,214369.68,12.21,244176.67,Enterprise,Hybrid,14218
D_C0896,C0896,2023-12-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,195069.18,195069.18,12.84,223798.88,Enterprise,Hybrid,4228
D_C0897,C0897,2021-03-01,SKU1,ER03,Rep_ER03,Enterprise,High-touch AE,Partner,New,122338.0,122338.0,9.7,135473.04,Enterprise,Hybrid,4487
D_C0898,C0898,2023-06-01,SKU1,ER02,Rep_ER02,Enterprise,High-touch AE,Inbound,New,140458.48,140458.48,6.68,150520.45,Pro,Hybrid,5014
D_C0899,C0899,2023-03-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Outbound,New,198119.75,198119.75,6.73,212425.86,Pro,Usage commit,13679
D_C0900,C0900,2022-03-01,SKU1,ER17,Rep_ER17,Enterprise,High-touch AE,Partner,New,205974.59,205974.59,6.92,221299.42,Pro,Usage commit,2714
D_C0901,C0901,2023-05-01,SKU1,SR03,Rep_SR03,SMB,High-touch AE,Partner,New,20332.44,20332.44,14.94,23902.56,Standard,Usage commit,3899
D_C0902,C0902,2023-07-01,SKU1,SR06,Rep_SR06,SMB,High-touch AE,Inbound,New,33163.64,33163.64,27.22,45570.07,Standard,Usage commit,3608
D_C0903,C0903,2023-06-01,SKU1,SR03,Rep_SR03,SMB,High-touch AE,Outbound,New,28466.72,28466.72,25.42,38167.0,Pro,Hybrid,3650
D_C0904,C0904,2023-12-01,SKU1,SR01,Rep_SR01,SMB,High-touch AE,Outbound,New,19901.56,19901.56,20.06,24894.66,Standard,Usage commit,2285
D_C0905,C0905,2023-04-01,SKU1,SR06,Rep_SR06,SMB,High-touch AE,Partner,New,35528.5,35528.5,10.97,39906.43,Standard,Hybrid,4189
D_C0906,C0906,2022-12-01,SKU1,SR03,Rep_SR03,SMB,High-touch AE,Outbound,New,10583.67,10583.67,25.04,14118.28,Standard,Hybrid,4996
D_C0907,C0907,2023-08-01,SKU1,SR01,Rep_SR01,SMB,High-touch AE,Inbound,New,14368.89,14368.89,12.86,16490.32,Standard,Hybrid,2844
D_C0908,C0908,2023-02-01,SKU1,SR01,Rep_SR01,SMB,High-touch AE,Partner,New,11806.46,11806.46,14.53,13814.05,Standard,Hybrid,2887
